identifier,mol,flag,mol_,cluster,stratify_key
5f1h_6,COC1=CC(=C(OC)C=C1CN2CC(C2)NC(=O)COCCOCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C5(F)CC5)C(C)(C)C)C6=C(C)N=CS6)C7=CN(C)C(=O)C8=CN=CC=C78,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506f8f0>,0,0-1
5v9o_7,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCOCCOCCOCCOCCOCCOC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa413e990>,8,8-0
4ci3_32,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCCCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc7b0>,8,8-0
2gqg_2,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa496c620>,0,0-0
3hll_22,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCCC(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bc8f0>,0,0-1
1hwk_1,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aaa0c9b70>,0,0-1
5f1h_5,COC1=CC(=C(OC)C=C1CN2CC(C2)NC(=O)COCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C5(F)CC5)C(C)(C)C)C6=C(C)N=CS6)C7=CN(C)C(=O)C8=CN=CC=C78,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46af850>,0,0-1
1ej1_16,CC1=C(SC=N1)C2=CC=C(CNC(=O)C3C[C@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCN[P](O)(=O)O[P](O)(=O)OC[C@@H]4O[C@@H]([C@@H](O)[C@H]4O)[N]5C=[N+](CC6=CC=C(F)C=C6)C7=C5N=C(N)NC7=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e8b7b0>,0,0-0
3ika_1,COC1=C(NC2=NC=CC(=N2)C3=C[N](C)C4=CC=CC=C34)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)CCOCCOCC(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bc800>,0,0-1
3hll_23,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCC(N(C([O-])=O)C(C)(C)C)C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bcd50>,0,0-1
5t8e_52,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C7=CC=C(C=C7)C8=C(C)N=CS8)C9=CC(=NO9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59e76c0>,0,0-1
5vbp_29,CN1C(=O)N(CC(=O)NCCCCC(=O)NC2=CC=CC3=C2CN(C4CCC(=O)NC4=O)C3=O)C(C5=CC=CC=C5)C6=CC(=CC=C16)C7=C(C)ON=C7C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44fb300>,0,0-1
4ci3_6,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCOCCCCOCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dcee0>,0,0-1
4qnq_9,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCCCCCN2CCN(CC[C@H](CSC3=CC=CC=C3)NC4=CC=C(C=C4[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C5=CC=C(C=C5)N6CCN(CC6)CC7=C(CCC(C)(C)C7)C8=CC=C(Cl)C=C8)CC2)C(C)(C)C)C9=CC=C(C=C9)C%10=C(C)N=CS%10,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e647b0>,0,0-1
1ej1_13,NC1=NC2=C(C(=O)N1)[N+](=C[N]2[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)NCCOCCOCCOCCOCCOCCOCCOCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@@H](O)[C@H]3O)CC7=CC=CC=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e8b9e0>,0,0-0
4mxo_1,CC1=CC(=N[NH]1)NC2=NC(=NC=C2)NC3=CC=C(OCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa45044e0>,0,0-1
4bjx_3,C[C@H]1C[C@@H](NC2=CC=C(Cl)C=C2)C3=CC(=CC=C3N1C(C)=O)C4=CC=C(C=C4)C(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521f80>,0,0-1
5g0i_10,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCCCCCCCCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506f0d0>,0,0-1
6nuq_15,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CCCCCCNC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43d5170>,0,0-1
5g0i_14,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCC[N]3C=C(CCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506ff80>,0,0-0
4ci3_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521670>,5,5-0
2vti_6,ClC1=CC=CC(=C1C(=O)NC2=C[NH]N=C2C(=O)NC3CCN(CC3)C(=O)CCC(=O)NCCNC(=O)COC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9a1b8580>,13,13-0
1err_29,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C#N)C(C)(C)C)CCOC3=CC=C(C=C3)C(=O)C4=C(SC5=CC(=CC=C45)O)C6=CC=C(O)C=C6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4036b70>,8,8-0
6ny4_11,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)F)C=N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59bae90>,0,0-0
6sfo_1,COC1=CC2=C(C=C1OCCCCOCCCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)N=CC=C2OC6=CC=C(NC(=O)C7(CC7)C(=O)NC8=CC=C(F)C=C8)C=C6F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f5cab70>,0,0-1
2gqg_37,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd548a0>,0,0-1
3lq5_21,O=C(CCC(=O)N1CCN(CC1)CC2=CC=C(NC(=O)C3=N[NH]C=C3NC4=C5C=C[NH]C5=NC=N4)C=C2)NCCNC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e44490>,0,0-1
5tob_12,CN(C1=NC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa463a670>,0,0-1
5wuk_4,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d73f0>,0,0-0
1ej1_11,NC1=NC2=C(N=C[N]2[C@H]3O[C@@H](CO[P](O)(=O)O[P](O)(=O)NCCOCCOCCOCCOCCOCCOCCOCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@H](O)[C@@H]3O)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e8b120>,0,0-0
5t8e_20,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(C=C6)C#N)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d588f0>,2,2-1
5v9o_3,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCCC6=C[N](CCOCCOCCOCCC(=O)NC7=CC=CC8=C7CN(C9CCC(=O)NC9=O)C8=O)N=N6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa413ee40>,0,0-0
5eu1_11,COC1=CC(=CC(=C1CN2CCN(CC2)C(=O)COCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)OC)C6=CN(C)C(=O)C7=CN=CC=C67,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46af2b0>,3,3-0
3ik3_2,CC1=CC=C(C=C1C#CC2=CN=C3C=CC=N[N]23)C(=O)NC4=CC=C(CN5CCN(CC5)C(=O)CCCC6=C[N](CCOCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)N=N6)C(=C4)C(F)(F)F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bcdf0>,0,0-1
5g0j_22,ONC(=O)C1=CC=C(CN(CCCCC2=C[N](CCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C(=O)NC6=CC=CC=C6)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa56c03a0>,0,0-1
6ny4_11,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)F)C=N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59bae90>,6,6-0
4mxo_5,NC1=C2C(=NC=N1)[N](CC3=C[N](CC(=O)NC4=CC=C(OCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C4)N=N3)N=C2C8=CC=C(Cl)C=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa45047b0>,0,0-0
5tob_4,CN(C1=NC=CN=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(C=C3)C(=O)NCC4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)[S](C)(=O)=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415d7b0>,0,0-0
6xjk_10,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCCOC5=C(F)C(=CC(=C5)F)CNC6=NC(=NC=C6Cl)NC7=C[N](C)N=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44f6350>,3,3-1
1err_14,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCCCCCCN(CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=CC(=CC=C34)O)C5=CC=C(O)C=C5)C6CC6)C(C)(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4036f80>,0,0-1
1err_19,CCN(CCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)CCOC4=CC=C(C=C4)C(=O)C5=C(SC6=CC(=CC=C56)O)C7=CC=C(O)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa40368f0>,0,0-1
6ny4_10,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCCOCCOCCOC5=C(F)C(=CC(=C5)F)CNC6=NC(=NC=C6Cl)NC7=C[N](C)N=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59badf0>,7,7-0
5trf_1,FC1=C(C=CC=C1Cl)[C@H]2[C@@H](NC3(CCCCC3)[C@@]24C(=O)NC5=CC(=CC=C45)Cl)C(=O)NC6=CC=C(C=C6)C(=O)NCCCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59b2990>,0,0-1
5v5y_1,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cd260>,0,0-1
6nuq_5,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CCCCCCCCC#CC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43d59e0>,1,1-1
6w8l_4,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@H]3C[C@H](O)CN3C(=O)[C@H](NC(=O)CCCCCCCCC[N]4C=C(NC5=NC=C(Cl)C(=N5)NCC6=CC(=CC=C6F)F)C=N4)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa41053f0>,0,0-0
5trf_12,FC1=C(C=CC=C1Cl)[C@H]2[C@@H](NC3(CCCCC3)[C@@]24C(=O)NC5=CC(=CC=C45)Cl)C(=O)NC6=CC=C(C=C6)C(=O)NCCCC#CC7=CC=CC8=C7CN(C9CCC(=O)NC9=O)C8=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59b2080>,1,1-1
4im0_11,CN(CCCNC1=NC(=NC=C1Br)NC2=CC=C(OCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc940>,0,0-1
3qqu_3,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCOCCOC4=CC=C(NC5=NC=CC(=N5)NC6=CC7=C(C=CC=C7)C=N6)C=C4)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d7b0>,0,0-0
1hwk_15,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCC5=C[N](CCCCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa41015d0>,0,0-0
4im0_7,CN(CCCNC1=NC(=NC=C1Br)NC2=CC=C(OCCCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7c9e0>,0,0-1
1hwk_32,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCCCCOCC#CC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fcabf30>,1,1-1
3k6p_25,COC1=CC(=CC=C1OC2=CC=C(C=C2C(F)(F)F)C#N)C=C3SC(=O)N(CCOCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C3=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa5107bc0>,0,0-1
5j8o_4,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=CC=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd470d0>,8,8-0
4r6e_1,NC(=O)C1=CC=CC2=C[N](N=C12)C3=CC=C(C=C3)C4=C[N](CCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e64350>,8,8-0
1fkh_6,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC2=CC=C(OC)C(=C2)OC)C3=CC=CC(=C3)OCC(=O)NCCCCCNC(=O)COC4=C(OC)C=C(C=C4OC)N=NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa456a2b0>,0,0-0
5v5y_2,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCCNC(=O)CCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cde90>,0,0-1
5eu1_18,COC1=CC(=CC(=C1CN2CCN(CCOCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C5(F)CC5)C(C)(C)C)C6=C(C)N=CS6)CC2)OC)C7=CN(C)C(=O)C8=CN=CC=C78,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46af170>,0,0-1
5lli_3,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N4C[C@@H](O)C[C@@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46fd080>,0,0-1
2gqg_11,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44fedf0>,0,0-1
1err_2,CCN(CCCCCCC#CC1=CC=CC2=C1CN(C3CCC(=O)NC3=O)C2=O)CCOC4=CC=C(C=C4)C(=O)C5=C(SC6=CC(=CC=C56)O)C7=CC=C(O)C=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa40367b0>,13,13-0
4xuf_3,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=C[N]4C(=N3)SC5=CC(=CC=C45)OCCN6CCN(CC6)CC(=O)NCCCCCCCCNC(=O)COC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e64530>,4,4-0
3mxf_7,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)SCCCCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(=C6C)C)[N]7C(=NN=C47)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa467d490>,0,0-1
1hwk_9,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCC5=C[N](CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc578f0>,0,0-0
5g0j_16,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCOCCOCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa56c04e0>,0,0-0
2jf9_1,CC/C(C1=CC=CC=C1)=C(C2=CC=C(O)C=C2)/C3=CC=C(OCCN(C)CCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd548f0>,0,0-1
5t8e_34,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCNC(=O)C4=CC=C(C=C4F)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58940>,0,0-0
6xjk_1,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)CCCCCCCCC[N]5C=C(NC6=NC=C(Cl)C(=N6)NCC7=CC(=CC=C7F)F)C=N5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4105800>,3,3-1
6w8l_3,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)CCCCCCCCCOC5=C(F)C(=CC(=C5)F)CNC6=NC(=NC=C6Cl)NC7=C[N](C)N=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd7fd50>,3,3-1
6mx8_1,COC1=CC(=CC=C1NC2=NC=C(Cl)C(=N2)NC3=CC=CC=C3[P](C)(C)=O)N4CCN(CC4)C(=O)CCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa49519e0>,0,0-1
6y7k_6,COC1=CC=C(C=C1OCC(=O)NCCOCCOCCOCCN[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC3=CC=C(C=C3)C4=C(C)N=CS4)C(C)(C)C)C5=CN(C)C(=O)C6=C5SC(=C6)C(=N)NC7CC[S](=O)(=O)CC7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44f6ad0>,10,10-0
5wn8_3,O\N=C(/NC1=CC=C(F)C(=C1)Br)C2=NON=C2NCCNCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C5CCC(=O)NC5=O)C4=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d7940>,0,0-0
1hwk_26,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCC5=C[N](CCOCCOCCOCCOCCNC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fcab120>,0,0-0
