identifier,mol,flag,mol_,cluster,stratify_key
5l2t_7,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N4CCN(CCCCNC(=O)COC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4)N=C2[N]1C8CCCC8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46b0210>,0,0-1
5lli_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)N[C@@H](C(=O)N4C[C@@H](O)C[C@@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46b0170>,0,0-1
5lli_10,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCCCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46b02b0>,0,0-1
5lli_11,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc3a760>,0,0-0
5lli_12,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCOCCOCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc3a710>,0,0-0
5lli_13,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCCCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa57c6e40>,0,0-1
5lli_2,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N4C[C@@H](O)C[C@@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa57c66c0>,0,0-1
5lli_3,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N4C[C@@H](O)C[C@@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46fd080>,0,0-1
5lli_4,CC(=O)N[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCC2=CC=C(C=C2OCCOCCOCCOCCOCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(C)=O)C(C)(C)C)C5=C(C)N=CS5)C6=C(C)N=CS6)C(C)(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9a1b3120>,0,0-0
5lli_5,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2OCCOCCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N3C[C@@H](O)C[C@@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C6=C(C)N=CS6)C(C)(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc20e40>,0,0-0
5lli_6,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@H]3C[C@H](O)CN3C(=O)[C@H](NC(=O)C4(CC4)C#N)C(C)(C)C)C(=C2)OCCOCCOCCOCCOCCOC5=CC(=CC=C5CNC(=O)[C@@H]6C[C@@H](O)CN6C(=O)[C@@H](NC(=O)C7(CC7)C#N)C(C)(C)C)C8=C(C)N=CS8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc20b20>,0,0-0
5lli_7,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@H]3C[C@H](O)CN3C(=O)[C@H](NC(=O)COCCOCCOCCOCCOCCOC4=CC(=CC=C4CNC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@@H](NC(=O)C6(CC6)C#N)C(C)(C)C)C7=C(C)N=CS7)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc20c10>,0,0-0
5lli_8,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc20da0>,0,0-0
5lli_9,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCOCCOCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fc20940>,0,0-0
5ml8_1,ClC1=CC=C(CN(C2CCCC2)[S](=O)(=O)C3=CC=C(C=C3)[S](=O)(=O)N(CC4CCCCC4)CC5=CC=C(C=C5)C(=O)NCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f9698a0>,0,0-1
5ml8_2,ClC1=CC=C(CN(C2CCCC2)[S](=O)(=O)C3=CC=C(C=C3)[S](=O)(=O)N(CC4CCCCC4)CC5=CC=C(C=C5)C(=O)NCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969580>,0,0-1
5ml8_3,ClC1=CC=C(CN(C2CCCC2)[S](=O)(=O)C3=CC=C(C=C3)[S](=O)(=O)N(CC4CCCCC4)CC5=CC=C(C=C5)C(=O)NCCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f9693f0>,0,0-1
5ml8_4,CC(C)[C@@H](NC(=O)COCCOCCOCCOCCNC(=O)C1=CC=C(CN(CC2CCCCC2)[S](=O)(=O)C3=CC=C(C=C3)[S](=O)(=O)N(CC4=CC=C(Cl)C=C4)C5CCCC5)C=C1)C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969e40>,0,0-1
5mo4_1,FC(F)(Cl)OC1=CC=C(NC(=O)C2=CN=C(N3CC[C@H](C3)NC(=O)CCCC4=C[N](CCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C(=C2)C8=N[NH]C=C8)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969800>,0,0-1
5mo4_2,FC(F)(Cl)OC1=CC=C(NC(=O)C2=CN=C(N3CC[C@H](C3)NC(=O)CCCC4=C[N](CCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C(=C2)C8=N[NH]C=C8)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969df0>,0,0-1
5mo4_3,FC(F)(Cl)OC1=CC=C(NC(=O)C2=CN=C(N3CC[C@H](C3)NC(=O)CCCC4=C[N](CCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C(=C2)C8=N[NH]C=C8)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969a80>,0,0-1
5mo4_4,FC(F)(Cl)OC1=CC=C(NC(=O)C2=CN=C(N3CC[C@H](C3)NC(=O)CCCC4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C(=C2)C8=N[NH]C=C8)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969a30>,0,0-1
5mo4_5,FC(F)(Cl)OC1=CC=C(NC(=O)C2=CN=C(N3CC[C@H](C3)NC(=O)CCCC4=C[N](CCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C(=C2)C8=N[NH]C=C8)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969760>,0,0-1
5p9j_1,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCOCCOCC(=O)NC4=CC=C5C(=C4)CN(C6CCC(=O)NC6=O)C5=O)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969490>,0,0-1
5p9j_10,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)OCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969440>,0,0-1
5p9j_11,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)OCCOCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969940>,0,0-1
5p9j_12,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)OCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f969710>,0,0-1
5p9j_13,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)OCCOCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59deb70>,0,0-1
5p9j_14,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59deb20>,0,0-1
5p9j_15,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)NCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de170>,0,0-1
5p9j_16,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)NCCCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de080>,0,0-1
5p9j_17,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)NCCCCCCCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de940>,0,0-1
5p9j_18,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC(=O)[C@@H]4C[C@@H](CN4C(=O)C=C)[N]5N=C(C6=CC=C(OC7=CC=CC=C7)C=C6)C8=C5N=CN=C8N)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de580>,0,0-1
5p9j_19,CCC(=O)N1C[C@@H](C[C@H]1C(=O)OCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)CC2C(=O)NCC3=CC=C(C=C3)C4=C(C)N=CS4)C(C)(C)C)[N]5N=C(C6=CC=C(OC7=CC=CC=C7)C=C6)C8=C5N=CN=C8N,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de440>,0,0-1
5p9j_2,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCCCCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de5d0>,0,0-1
5p9j_20,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCCN5CCN(CC5)C\C=C\C(=O)N6CCC[C@H](C6)[N]7N=C(C8=CC=C(C=C8)C9=CC=CC=C9)C%10=C7N=CN=C%10N,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de6c0>,3,3-0
5p9j_21,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCCN5CCN(CCCC(=O)N6CCC[C@H](C6)[N]7N=C(C8=CC=C(C=C8)C9=CC=CC=C9)C%10=C7N=CN=C%10N)CC5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59debc0>,3,3-1
5p9j_22,NC1=NC=NC2=C1C(=N[N]2[C@@H]3CCCN(C3)C(=O)/C=C/CN4CCN(CCNC(=O)CCCC[N]5C=C(COCCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5)CC4)C9=CC=C(OC%10=CC=CC=C%10)C=C9,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de8f0>,0,0-0
5p9j_23,NC1=NC=NC2=C1C(=N[N]2[C@@H]3CCCN(C3)C(=O)CCCNC(=O)CCCC[N]4C=C(COCCC(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)N=N4)C8=CC=C(OC9=CC=CC=C9)C=C8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59dec60>,0,0-1
5p9j_3,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCCCOCCCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59decb0>,0,0-1
5p9j_4,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCCOCCCOCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59dee90>,0,0-1
5p9j_5,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59deda0>,0,0-0
5p9j_6,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de710>,0,0-0
5p9j_7,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCOCCOCC(=O)NC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de0d0>,0,0-1
5p9j_8,NC1=NC=NC2=C1C(=N[N]2C3CCN(CCCCOCCCCOCC(=O)NC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)C7=CC=C(OC8=CC=CC=C8)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59de210>,0,0-1
5p9j_9,NC1=NC=NC2=C1C(=N[N]2[C@@H]3CCCN(C3)C(=O)C4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C8=CC=C(OC9=CC=CC=C9)C=C8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59def80>,0,0-1
5t8e_1,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8)C9=CC(=NO9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff678f0>,0,0-1
5t8e_10,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CC(C2)N3CCC(CC3)C#CC4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=CC=C7)C8=CC(=NO8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff67c60>,2,2-1
5t8e_11,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=CC=C6)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff674e0>,2,2-1
5t8e_12,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C3CN(C3)C4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=CC=C7)C8=CC(=NO8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff67a30>,2,2-1
5t8e_13,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CC(C3)C4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=CC=C7)C8=CC(=NO8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff67710>,2,2-1
5t8e_14,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=CC=C6)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff67440>,2,2-1
5t8e_15,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCN(CC2)C3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=CC=C6)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff67260>,2,2-1
5t8e_16,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(C=C6)C7=C(C)N=CS7)C8=CC(=NO8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff67b20>,0,0-1
5t8e_17,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(F)C=C6)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4f6bc10>,2,2-1
5t8e_18,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(Cl)C=C6)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa593a530>,2,2-1
5t8e_19,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(Br)C=C6)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa593a490>,2,2-1
5t8e_2,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=C(C=C7)C#C)C8=CC(=NO8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58f80>,2,2-1
5t8e_20,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(C=C6)C#N)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d588f0>,2,2-1
5t8e_21,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=C(C=C6)C#C)C7=CC(=NO7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58350>,2,2-1
5t8e_22,CC(C)[C@H](NC(C)=O)C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)C#CC3=CC=C(C=C3)C(=O)NC4C(C)(C)C(OC5=CC=C(C#N)C(=C5)Cl)C4(C)C)C6=CC=CC=C6,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58d00>,2,2-0
5t8e_23,COC1=CC=C(C(=C1)OC(C)C)C2=NC(C(N2C(=O)N3CCN(CC(=O)NCCOCCOCCOCC(=O)NC4=CC=C(OCC(C)(O)C(=O)NC5=CC=C(C(=C5)C(F)(F)F)[N+]([O-])=O)C=C4)C(=O)C3)C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58850>,6,6-1
5t8e_24,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC4=CC=C(C=C4)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d583a0>,0,0-1
5t8e_25,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCCOC4=CC=C(C=C4)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d580d0>,0,0-1
5t8e_26,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCOC4=CC=C(C=C4)C5=CC=C(C=C5)N6C(=S)N(C(=O)C6(C)C)C7=CC=C(C#N)C(=C7)C(F)(F)F)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58620>,0,0-1
5t8e_27,CC(C)C(C(=O)N1C[C@H](O)CC1C(=O)NC(CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8)C9=CC(=NO9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58da0>,0,0-1
5t8e_28,CC(C)C(C(=O)N1C[C@H](O)CC1C(=O)NC(CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)N5C(=S)N(C(=O)C56CCC6)C7=CN=C(C#N)C(=C7)C(F)(F)F)C8=CC=C(C=C8)C9=C(C)N=CS9)C%10=CC(=NO%10)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58760>,0,0-1
5t8e_29,CC(C)C(C(=O)N1C[C@H](O)CC1C(=O)NC(CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C7=CC=C(C=C7)C8=C(C)N=CS8)C9=CC(=NO9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58210>,0,0-1
5t8e_3,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=C(C=C7)C#N)C8=CC(=NO8)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58300>,2,2-1
5t8e_30,CC(C)C(C(=O)N1C[C@H](O)CC1C(=O)NC(CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)[S](=O)(=O)CC(C)(O)C(=O)NC5=CC=C(C#N)C(=C5)C(F)(F)F)C6=CC=C(C=C6)C7=C(C)N=CS7)C8=CC(=NO8)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58c60>,0,0-0
5t8e_31,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCNC(=O)C4=CC=C(C=C4F)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4d58bc0>,0,0-1
